2,0,-0.12,0.49,1.0,2,0.53
2,1,-0.12,0.46,1.0,2,0.31
2,2,-0.12,0.44,1.0,2,0.13
2,3,-0.12,0.32,1.0,2,0.02
2,4,-0.12,0.27,1.0,2,0.00
2,5,-0.12,0.17,1.0,2,0.00
2,6,-0.12,0.15,1.0,2,0.00
2,7,-0.12,0.11,1.0,2,0.00
2,0,0.00,0.49,1.0,2,0.53
2,1,0.00,0.50,1.0,2,0.39
2,2,0.00,0.55,1.0,2,0.14
2,3,0.00,0.51,1.0,2,0.03
2,4,0.00,0.55,1.0,2,0.01
2,5,0.00,0.52,1.0,2,0.00
2,6,0.00,0.56,1.0,2,0.00
2,7,0.00,0.56,1.0,2,0.00
